City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,houghton,47.1219,-88.569,-1.21,88,100,5.66,US,1732684170
272,laguna,38.421,-121.4238,8.87,92,0,2.06,US,1732684171
273,porto novo,6.4965,2.6036,24.22,85,94,1.58,BJ,1732684173
274,kerouane,9.2667,-9.0167,19.28,41,69,1.19,GN,1732684175
275,nuku'alofa,-21.1333,-175.2,26.19,83,75,2.57,TO,1732684176
276,mount gambier,-37.8333,140.7667,14.53,91,66,3.35,AU,1732684178
277,viqueque,-8.8673,126.3658,31.57,60,60,3.12,TL,1732684180
278,goldsboro,35.3849,-77.9928,9.47,100,20,0.0,US,1732684182
279,pangody,65.85,74.4859,1.15,97,100,9.92,RU,1732684183
280,jining,35.405,116.5814,5.5,25,0,6.98,CN,1732684131
281,tamanrasset,22.785,5.5228,12.13,45,5,2.33,DZ,1732684183
282,al ghayzah,16.2079,52.176,27.41,58,91,5.51,YE,1732684189
283,fort st. john,56.2499,-120.8529,-21.1,99,56,1.54,CA,1732684190
284,tondano,1.3038,124.9112,25.05,80,68,0.73,ID,1732684192
285,amga,60.8953,131.9608,-23.84,98,80,0.43,RU,1732684194
286,sao mateus do sul,-25.8742,-50.3828,18.52,78,100,0.12,BR,1732684107
287,mpanda,-6.3655,31.0409,20.25,88,88,0.22,TZ,1732684197
288,orcopampa,-15.2661,-72.3417,8.98,84,100,0.56,PE,1732684199
289,san antonio de pale,-1.4014,5.6325,25.66,84,36,4.46,GQ,1732684200
290,avarua,-21.2078,-159.775,24.03,78,100,2.57,CK,1732684202
291,shubarshi,48.5872,57.1869,0.39,61,0,2.58,KZ,1732684204
292,tabou,4.423,-7.3528,24.33,88,6,0.94,CI,1732684205
293,shimoda,34.6667,138.95,17.68,64,18,9.95,JP,1732684207
294,fale old settlement,-9.3852,-171.2468,28.79,72,96,6.55,TK,1732684209
295,san luis de la loma,17.2706,-100.8939,24.59,85,1,2.0,MX,1732684210
296,sinop,41.7711,34.8709,-3.32,88,58,4.07,TR,1732684212
297,xiongzhou,25.1167,114.3,17.97,28,45,5.11,CN,1732684214
298,porbandar,21.6422,69.6093,27.85,28,2,4.88,IN,1732684215
299,baruun-urt,46.6806,113.2792,-9.22,55,16,9.03,MN,1732684217
300,mina clavero,-31.721,-65.0062,17.77,92,46,1.5,AR,1732684219
301,afaahiti,-17.75,-149.2833,25.14,83,82,5.0,PF,1732684220
302,amasra,41.7463,32.3863,6.06,73,100,3.67,TR,1732684222
303,emerald,-23.5333,148.1667,35.64,24,63,3.87,AU,1732684224
304,sanming,26.2486,117.6186,16.2,34,34,2.46,CN,1732684225
305,sao paulo de olivenca,-3.3783,-68.8725,23.18,98,100,0.33,BR,1732684227
306,marka,1.7159,44.7717,28.32,70,20,4.23,SO,1732684229
307,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,42,20,7.0,RU,1732684230
308,serenje,-13.2325,30.2352,19.22,82,85,0.78,ZM,1732684232
309,vereshchagino,58.0789,54.6557,-7.75,93,5,1.71,RU,1732684234
310,zvishavane,-20.3267,30.0665,23.56,66,99,5.1,ZW,1732684235
311,farah,32.5,62.5,18.9,22,0,0.52,AF,1732684237
312,trevelin,-43.0858,-71.4639,4.65,90,83,2.0,AR,1732684151
313,sao vicente,-23.9631,-46.3919,22.21,26,65,0.66,BR,1732684240
314,sola,-13.8833,167.55,28.23,74,99,4.62,VU,1732684242
315,san bernardo del viento,9.3533,-75.9524,26.33,86,91,3.0,CO,1732684244
316,taltal,-25.4,-70.4833,16.11,87,26,2.41,CL,1732684245
317,queenstown,-31.8976,26.8753,12.93,82,100,1.71,ZA,1732684215
318,aginskoye,51.1,114.53,-12.42,73,33,7.92,RU,1732684249
319,mount pearl,47.5166,-52.7813,3.86,96,100,7.2,CA,1732684251
320,nyagan,62.1406,65.3936,2.11,83,94,4.46,RU,1732684077
321,caleta de carquin,-11.0925,-77.6267,18.47,87,99,2.81,PE,1732684255
322,nogliki,51.8333,143.1667,-0.49,92,100,8.54,RU,1732684257
323,chiroqchi,39.0336,66.5722,17.16,24,0,2.84,UZ,1732684259
324,lillesand,58.2488,8.3778,3.02,100,75,1.54,NO,1732684260
325,colachel,8.1667,77.25,28.25,83,100,1.63,IN,1732684073
326,kitimat,54.0524,-128.6534,-3.94,77,84,0.71,CA,1732684264
327,nguruka,-5.1092,31.0419,20.09,87,100,1.12,TZ,1732684265
328,zavodoukovsk,56.5042,66.5515,-6.78,85,5,2.1,RU,1732684267
329,kone,-21.0595,164.8658,30.62,59,100,1.29,NC,1732684269
330,choyr,46.3611,108.3611,-6.92,51,27,9.87,MN,1732684270
331,rawson,-43.3002,-65.1023,13.24,63,22,3.47,AR,1732684272
332,khash,28.2211,61.2158,17.66,42,7,0.84,IR,1732684274
333,olonkinbyen,70.9221,-8.7187,-7.59,81,100,9.41,SJ,1732684275
334,puerto cabezas,14.0351,-83.3888,24.07,96,86,3.65,NI,1732684277
335,ntoum,0.3833,9.7833,23.51,94,100,0.92,GA,1732684279
336,fagersta,60.0042,15.7932,5.28,93,100,1.78,SE,1732684280
337,hovd,48.0056,91.6419,-3.67,47,0,0.61,MN,1732684282
338,sabang,5.8933,95.3214,26.45,87,100,9.57,ID,1732684284
339,minas de marcona,-15.2119,-75.1103,14.18,86,99,3.51,PE,1732684285
340,murashi,59.3999,48.9615,-4.51,85,42,3.13,RU,1732684287
341,figuig (centre),32.1089,-1.2286,12.9,45,99,1.22,MA,1732684289
342,cole harbour,44.6724,-63.4751,5.53,91,100,1.79,CA,1732684291
343,wloszczowa,50.8526,19.9659,3.06,95,12,2.54,PL,1732684292
344,six-fours-les-plages,43.0938,5.84,13.03,80,100,0.39,FR,1732684294
345,kayangel,8.0823,134.7173,28.19,81,100,9.21,PW,1732684296
346,kokuy,52.2037,117.5529,-13.6,84,100,2.22,RU,1732684297
347,klyuchi,52.2667,79.1667,-6.89,82,60,1.82,RU,1732684299
348,masterton,-40.9597,175.6575,19.02,72,72,2.77,NZ,1732684301
349,margate,51.3813,1.3862,10.39,92,100,0.89,GB,1732684302
350,colac,-38.3333,143.5833,21.56,76,58,5.22,AU,1732684304
351,yarmouth,41.7057,-70.2286,7.76,77,0,10.28,US,1732684306
352,thompson,55.7435,-97.8558,-17.66,100,100,0.6,CA,1732684236
353,qusmuryn,52.4503,64.6311,-9.8,91,41,1.79,KZ,1732684309
354,feijo,-8.1642,-70.3536,22.89,99,93,0.76,BR,1732684311
355,gobabis,-22.45,18.9667,20.05,24,1,7.31,NA,1732684312
356,mocimboa,-11.3167,40.35,28.32,75,94,3.42,MZ,1732684314
357,trincomalee,8.5711,81.2335,25.47,89,100,12.04,LK,1732684316
358,tobruk,32.0836,23.9764,15.31,69,82,5.13,LY,1732684317
359,alofi,-19.0595,-169.9187,25.94,89,75,3.09,NU,1732684319
360,lagoa,39.05,-27.9833,18.41,86,87,15.91,PT,1732684321
361,xining,36.6167,101.7667,-1.96,42,2,0.77,CN,1732684322
362,shenjiamen,29.9576,122.298,12.03,52,5,11.52,CN,1732684324
363,mana,5.6592,-53.7767,25.34,88,13,4.53,GF,1732684326
364,yerofey pavlovich,53.9667,121.9667,-10.64,90,100,2.45,RU,1732684327
365,shihezi,44.3,86.0333,-2.65,62,1,0.39,CN,1732684329
366,khulm,36.6974,67.6983,17.24,30,0,5.6,AF,1732684331
367,campbellsville,37.3434,-85.3419,2.24,93,37,1.33,US,1732684332
368,sarina,-21.4333,149.2167,30.7,22,2,3.63,AU,1732684334
369,suva,-18.1416,178.4415,25.71,100,75,4.12,FJ,1732684336
370,kristiansund,63.1115,7.732,2.85,87,100,1.54,NO,1732684337
371,kencong,-8.2833,113.3667,30.45,65,46,4.74,ID,1732684339
372,niquelandia,-14.4739,-48.4597,19.62,93,59,1.22,BR,1732684081
373,lyantor,61.6195,72.1555,-0.61,78,57,9.23,RU,1732684343
374,mogocha,53.7333,119.7667,-10.29,69,100,4.64,RU,1732684344
375,zouerate,22.7187,-12.4521,21.84,24,96,4.22,MR,1732684346
376,trancas,-26.2314,-65.2803,22.62,88,82,0.86,AR,1732684348
377,la ronge,55.1001,-105.2842,-16.21,93,65,2.7,CA,1732684349
378,timimoun,29.2639,0.231,15.74,46,0,3.83,DZ,1732684351
379,frontera,26.9333,-101.45,16.29,57,27,0.89,MX,1732684353
380,saint-francois,46.4154,3.9054,4.8,100,20,0.0,FR,1732684354
381,olyokminsk,60.3736,120.4264,-20.29,89,61,1.9,RU,1732684356
382,ukata,10.8312,5.8249,19.25,29,98,3.75,NG,1732684358
383,luwuk,-0.9516,122.7875,28.82,71,64,1.57,ID,1732684359
384,pisco,-13.7,-76.2167,18.34,88,20,0.0,PE,1732684361
385,mahanoro,-19.9,48.8,28.06,64,34,2.12,MG,1732684363
386,tukrah,32.5341,20.5791,17.28,62,100,2.59,LY,1732684364
387,zelenogorskiy,55.0333,87.0,-6.04,82,14,0.84,RU,1732684366
388,eyl,7.9803,49.8164,27.41,69,43,7.6,SO,1732684368
389,sabha,27.0377,14.4283,10.37,57,35,4.19,LY,1732684369
390,inirida,3.8653,-67.9239,24.92,92,79,1.37,CO,1732684371
391,dunedin,-45.8742,170.5036,14.33,94,93,2.24,NZ,1732684373
392,iwanai,42.9744,140.5089,11.25,75,78,3.4,JP,1732684375
393,taroa,8.7058,171.2275,27.28,82,100,5.85,MH,1732684376
394,shakawe,-18.3667,21.85,23.1,67,57,4.16,BW,1732684378
395,la passe,45.5549,-0.8967,10.37,84,94,4.47,FR,1732684379
396,lagos,6.5833,3.75,22.26,94,54,1.44,NG,1732683699
397,monahans,31.5943,-102.8926,15.92,34,46,3.45,US,1732684383
398,brisas de zicatela,15.8369,-97.0419,23.54,63,5,2.63,MX,1732684384
399,borogontsy,62.6683,131.1683,-26.77,99,81,0.12,RU,1732684124
400,sao jose da coroa grande,-8.8978,-35.1478,24.6,76,46,2.87,BR,1732684101
401,remicourt,50.6807,5.3279,8.32,81,0,5.66,BE,1732684390
402,turpan,42.9333,89.1667,4.09,28,0,1.11,CN,1732684391
403,yaren,-0.5472,166.916,28.27,78,75,7.09,NR,1732684393
404,pelabuhanratu,-6.9875,106.5514,29.25,72,76,2.36,ID,1732684395
405,alaghsas,17.0187,8.0168,17.08,25,99,5.48,NE,1732684279
406,sumberpucung,-8.1586,112.4829,29.94,66,100,3.28,ID,1732684398
407,al bawiti,28.3492,28.8659,10.84,70,11,1.47,EG,1732684200
408,severo-yeniseyskiy,60.3725,93.0408,-5.69,93,100,3.97,RU,1732684401
409,micheweni,-4.9667,39.8333,27.3,74,88,1.81,TZ,1732684403
410,marsh harbour,26.5412,-77.0636,23.73,75,0,4.42,BS,1732684405
411,papao,-17.75,-149.55,26.82,81,66,5.63,PF,1732684407
412,lazaro cardenas,17.9583,-102.2,23.99,85,0,1.48,MX,1732684179
413,sirte,31.2089,16.5887,14.84,71,8,3.23,LY,1732684410
414,ta`u,-14.2336,-169.5144,27.72,82,54,6.29,AS,1732684412
415,yinchuan,38.4681,106.2731,3.45,20,6,4.61,CN,1732684413
416,langarud,37.197,50.1535,15.75,79,17,1.33,IR,1732684415
417,belyy yar,53.6039,91.3903,-11.06,92,100,1.0,RU,1732684417
418,palmeira,-25.4294,-50.0064,19.7,66,100,1.22,BR,1732684418
419,cananeia,-25.0147,-47.9267,21.22,93,83,1.65,BR,1732684420
420,saint-joseph,-21.3667,55.6167,27.21,75,23,6.14,RE,1732684422
421,holualoa,19.6228,-155.9522,22.15,73,0,2.67,US,1732684424
422,saint-pierre,-21.3393,55.4781,27.82,61,0,10.29,RE,1732684425
423,oil city,41.4339,-79.7064,1.77,79,0,3.09,US,1732684427
424,nagqu,31.5,92.0,-2.21,30,15,2.6,CN,1732684429
425,santiago de cao,-7.9589,-79.2392,17.07,88,100,2.57,PE,1732684431
426,novaya igirma,57.1334,103.9112,-5.16,93,100,4.01,RU,1732684432
427,la'ie,21.6477,-157.9253,23.66,79,1,0.45,US,1732684434
428,codrington,-38.2667,141.9667,17.49,71,83,6.48,AU,1732684436
429,aluksne,57.4167,27.05,3.34,98,100,2.37,LV,1732684438
430,umm kaddadah,13.6017,26.6876,14.5,34,25,7.37,SD,1732684440
431,vendome,47.8,1.0667,9.76,81,100,7.09,FR,1732684441
432,bac lieu,9.285,105.7244,30.29,65,96,10.81,VN,1732684354
433,alesund,62.4723,6.1549,4.31,81,75,5.14,NO,1732684445
434,turabah,21.2141,41.6331,18.93,74,4,3.09,SA,1732684447
435,swedru,5.5371,-0.6998,22.89,92,0,0.69,GH,1732684448
436,ar ruseris,11.8659,34.3869,22.45,26,2,3.81,SD,1732684450
437,cabo san lucas,22.8909,-109.9124,22.64,65,7,2.37,MX,1732684325
438,punta cardon,11.6581,-70.215,28.03,85,87,10.33,VE,1732684453
439,pocone,-16.2567,-56.6228,24.37,87,41,2.5,BR,1732684455
440,santa ana,33.7456,-117.8678,17.86,85,100,0.0,US,1732684457
441,yung shue wan,22.2333,114.1167,21.85,46,47,0.89,HK,1732684459
442,hobyo,5.3505,48.5268,27.86,74,26,5.65,SO,1732684460
443,saint-philippe,-21.3585,55.7679,23.8,81,48,6.11,RE,1732684462
444,harij,23.7,71.9,27.01,25,0,1.2,IN,1732684464
445,alotau,-10.3069,150.4462,31.65,61,48,2.65,PG,1732684466
446,mahebourg,-20.4081,57.7,27.91,65,40,5.66,MU,1732684467
447,bandar lampung,-5.4254,105.258,32.09,57,95,2.79,ID,1732684469
448,kidal,18.4411,1.4078,18.63,31,100,5.62,ML,1732684471
449,upper dir,35.2058,71.8756,13.59,14,0,2.4,PK,1732684473
450,nimbahera,24.6167,74.6833,24.79,25,2,1.32,IN,1732684474
451,zhanaozen,43.3,52.8,7.31,59,100,7.04,KZ,1732684476
452,corner brook,48.9667,-57.9484,3.35,96,100,2.47,CA,1732684478
453,touros,-5.1989,-35.4608,26.19,69,49,5.27,BR,1732684261
454,bodo,67.28,14.405,2.1,90,75,9.77,NO,1732684482
455,sangkhla buri,15.1555,98.4536,31.24,44,81,1.65,TH,1732684484
456,shevchenko,48.5,35.0,0.09,91,99,1.44,UA,1732684486
457,remire-montjoly,4.9167,-52.2667,23.02,100,40,0.0,GF,1732684488
458,dobele,56.625,23.2786,3.36,99,100,3.18,LV,1732684489
459,teknaf,20.8624,92.3058,26.61,45,73,1.25,BD,1732684491
460,nantucket,41.2835,-70.0995,8.06,66,0,9.25,US,1732684197
461,koster,-25.863,26.8976,18.92,69,38,5.46,ZA,1732684495
462,tommot,58.9564,126.2925,-23.21,95,98,0.28,RU,1732684496
463,arzamas,55.3949,43.8399,-7.35,97,45,1.34,RU,1732684498
464,taro,-8.3862,115.28,26.36,79,100,1.06,ID,1732684500
465,chibougamau,49.9168,-74.3659,-2.21,100,100,3.6,CA,1732684502
466,namibe,-15.1961,12.1522,20.51,75,61,3.44,AO,1732684503
467,dambulla,7.86,80.6517,23.49,94,100,3.37,LK,1732684505
468,balabac,7.9868,117.0645,29.18,75,100,7.09,PH,1732684507
469,nouadhibou,20.931,-17.0347,19.99,73,6,2.06,MR,1732684509
470,limon,10.0,-83.0333,24.12,94,100,4.69,CR,1732684511
471,tozkhurmato,34.8905,44.6299,8.6,69,47,3.81,IQ,1732684512
472,north bend,43.4065,-124.2243,7.37,100,100,2.57,US,1732684330
473,yuzhno-kurilsk,44.0306,145.8556,8.47,97,100,7.07,RU,1732684516
474,bitkine,11.9801,18.2138,17.22,35,74,3.28,TD,1732684519
475,colonia,50.9333,6.95,7.29,86,0,2.57,DE,1732684247
476,hohhot,40.8106,111.6522,-1.84,59,40,8.0,CN,1732684522
477,funafuti,-8.5243,179.1942,29.0,84,75,5.14,TV,1732684524
478,mathba,22.2855,89.9629,24.32,57,100,2.6,BD,1732684526
479,mer,47.7056,1.5062,9.36,93,100,1.79,FR,1732684527
480,shubarkuduk,49.1447,56.4872,0.44,62,0,3.02,KZ,1732684529
481,weyburn,49.6668,-103.8511,-10.88,79,97,4.12,CA,1732684531
482,sena madureira,-9.0656,-68.6569,22.64,99,90,0.94,BR,1732684533
483,mar del plata,-38.0023,-57.5575,19.91,93,48,0.89,AR,1732684322
484,villa gesell,-37.2639,-56.973,17.3,94,6,2.67,AR,1732684537
485,brena alta,28.65,-17.7833,17.97,77,40,3.09,ES,1732684539
486,tuy hoa,13.0833,109.3,25.48,91,100,7.2,VN,1732684540
487,stettler,52.3168,-112.7186,-10.52,84,43,5.73,CA,1732684542
488,korla,41.7597,86.1469,1.49,38,0,3.03,CN,1732684544
489,morehead city,34.7229,-76.726,14.43,94,100,0.89,US,1732684347
490,svetlyy,54.675,20.1347,5.56,88,66,4.93,RU,1732684547
491,menongue,-14.6585,17.691,18.33,89,93,0.17,AO,1732684549
492,necocli,8.4234,-76.786,24.56,93,86,3.88,CO,1732684550
493,taupo,-38.6833,176.0833,21.57,57,99,5.52,NZ,1732684552
494,illizi,26.4833,8.4667,13.66,37,23,1.94,DZ,1732684554
495,batticaloa,7.7102,81.6924,26.63,81,100,9.34,LK,1732684555
496,dompu,-8.5356,118.4622,31.72,64,100,1.66,ID,1732684557
497,tromso,69.6496,18.957,2.01,55,75,6.69,NO,1732684559
498,eureka,40.8021,-124.1637,5.9,99,0,3.43,US,1732684264
499,petrovsk-zabaykal'skiy,51.273,108.843,-7.03,74,49,3.39,RU,1732684562
500,short pump,37.6504,-77.6125,4.41,75,0,0.0,US,1732684564
501,antsiranana,-12.2787,49.2917,28.93,60,40,6.71,MG,1732684565
502,aras-asan,8.8908,126.3033,26.52,89,95,3.04,PH,1732684567
503,usogorsk,63.4106,48.6872,1.77,99,100,3.69,RU,1732684569
504,nizhneudinsk,54.9076,99.0276,4.14,41,100,7.2,RU,1732684571
505,hotan,37.0997,79.9269,3.48,31,7,1.28,CN,1732684573
506,lepsy,46.235,78.9456,2.61,52,0,0.36,KZ,1732684575
507,khabarovsk,48.4808,135.0928,-2.11,86,75,3.0,RU,1732684577
508,crane,31.3974,-102.3501,13.73,48,41,3.18,US,1732684579
509,undurkhaan,47.3194,110.6556,-7.13,53,64,9.93,MN,1732684581
510,lhasa,29.65,91.1,4.84,38,11,2.34,CN,1732684582
511,ierapetra,35.01,25.7353,12.3,76,1,1.79,GR,1732684584
512,sinan,34.8262,126.1086,6.42,71,99,16.37,KR,1732684586
513,ondjiva,-17.0667,15.7333,22.25,22,31,2.4,AO,1732684587
514,iquique,-20.2208,-70.1431,18.38,78,100,0.34,CL,1732684556
515,inyonga,-6.7167,32.0667,19.82,84,93,1.38,TZ,1732684591
516,serowe,-22.3833,26.7167,23.58,60,18,5.8,BW,1732684592
517,saudarkrokur,65.7461,-19.6394,2.43,84,98,7.42,IS,1732684594
518,general pico,-35.6566,-63.7568,18.02,27,36,4.38,AR,1732684494
519,wellington,-41.2866,174.7756,18.81,72,75,2.57,NZ,1732684597
520,cadale,2.7603,46.3222,28.14,74,18,5.06,SO,1732684599
521,jinka,5.65,36.65,19.89,78,73,0.86,ET,1732684601
522,tarazona,41.9,-1.7333,6.1,71,9,1.78,ES,1732684602
523,kaa-khem,51.6833,94.7333,-9.42,80,57,0.7,RU,1732684604
524,juterbog,51.9833,13.0833,6.46,95,47,2.46,DE,1732684606
525,yevpatoriya,45.1972,33.3558,0.97,90,28,3.41,UA,1732684607
526,pontianak,-0.0333,109.3333,28.99,79,20,0.0,ID,1732684609
527,arno,60.1167,18.6333,5.92,93,100,3.87,SE,1732684611
528,rabo de peixe,37.8,-25.5833,19.73,99,75,9.26,PT,1732684613
529,sao miguel,-5.4667,-35.3667,24.69,77,34,5.11,BR,1732684614
530,taulaga,-11.0553,-171.0883,28.24,78,96,4.66,AS,1732684617
531,dem'yanovo,60.3511,47.0842,-3.64,74,85,3.9,RU,1732684619
532,hammerfest,70.6634,23.6821,1.25,69,40,10.8,NO,1732684621
533,carazinho,-28.2839,-52.7864,21.95,69,100,3.65,BR,1732684622
534,ciudad lazaro cardenas,17.9583,-102.2,23.99,85,0,1.48,MX,1732684624
535,lamu,-2.2717,40.902,27.9,78,53,2.8,KE,1732684626
536,tharangambadi,11.0319,79.8528,23.32,96,100,10.09,IN,1732684512
537,qamdo,31.1667,97.2333,-0.17,43,100,0.64,CN,1732684629
538,balboa,2.0396,-77.2168,16.61,99,99,0.32,CO,1732684631
539,neiafu,-18.65,-173.9833,27.38,83,75,4.12,TO,1732684632
540,southport,53.6478,-3.0065,6.03,85,55,3.7,GB,1732684634
541,mukharram al fawqani,34.8151,37.0861,5.95,55,36,3.21,SY,1732684636
542,campbell river,50.0163,-125.2446,3.58,100,100,0.0,CA,1732684518
543,guliston,40.4897,68.7842,13.69,29,0,7.91,UZ,1732684639
544,pontes e lacerda,-15.2261,-59.3353,22.42,96,99,0.46,BR,1732684641
